Industry,Material_Name,Material_Type,Product,Weight_or_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percentage,Data_Source,Weight_kg,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Industry_encoded,Material_Type_encoded,Product_encoded,Data_Source_encoded,Weight_Normalized,Eco_Score,Circular_Economy_Score
Automotive,Tin Container,Metal,Storage container,12.36 kg,0.7600000000000002,0.6000000000000001,0.982758620689655,Sustainability Dataset,0.2442257481421972,0.7142528735632183,0.7557742518578028,0.7404334249826282,0,2,7,3,0.24422574814219725,0.7771034482758621,0.8936551724137931
Home Appliances,Recycled Paper,Paper,Packaging box,49.25 kg,0.2933333333333334,0.9857142857142858,0.08620689655172409,OpenLCA Sample,0.9851375778268728,0.1312753147235906,0.01486242217312717,0.1449688525413744,6,5,5,2,0.9851375778268731,0.15467323481116582,0.16905747126436782
Construction,PLA Bioplastic,Bioplastic,Cosmetic wrap,2.85 kg,0.9600000000000002,0.9571428571428571,0.9310344827586206,Carbon Catalogue,0.05322353886322555,0.6446305418719213,0.9467764611367745,0.8298851550898009,1,0,0,0,0.05322353886322556,0.7649852216748769,0.9426206896551724
Packaging,PLA Bioplastic,Bioplastic,Shipping carton,36.58 kg,0.7866666666666668,0.5428571428571429,0.2758620689655171,OpenLCA Sample,0.7306688089977906,0.5065571975916804,0.2693311910022094,0.5194222363373351,7,0,6,2,0.7306688089977907,0.516440065681445,0.480183908045977
Furniture,Tin Container,Metal,Toy casing,43.37 kg,0.01333333333333336,0.6857142857142857,0.6724137931034482,OpenLCA Sample,0.867041574613376,0.333344280240832,0.1329584253866239,0.17722523971232,4,2,8,2,0.8670415746133763,0.33715599343185554,0.40878160919540224
Toys,Molded Pulp,Paper,Shipping carton,25.56 kg,0.6800000000000002,0.5428571428571429,0.9310344827586206,OpenLCA Sample,0.5093392247439245,0.689392446633826,0.4906607752560755,0.6269552112303531,8,5,6,2,0.5093392247439246,0.7358423645320198,0.8306206896551724
Furniture,Recycled Cardboard,Cardboard,Food container,27.92 kg,0.32,0.6000000000000001,0.2758620689655171,OpenLCA Sample,0.5567383008636272,0.3319540229885057,0.4432616991363728,0.3617601189363141,4,1,2,2,0.5567383008636273,0.31834482758620686,0.29351724137931023
Electronics,Cotton Fiber,Natural Material,Packaging box,7.8 kg,0.8533333333333335,0.2285714285714286,0.7241379310344827,FootprintData,0.1526410925888732,0.7829666119321291,0.8473589074111267,0.8233943169961897,3,4,5,1,0.15264109258887323,0.7852742200328408,0.775816091954023
Toys,Bamboo Fiber,Natural Fiber,Furniture panel,39.16 kg,0.2666666666666667,0.8285714285714285,0.5344827586206895,FootprintData,0.7824864430608555,0.3241926655719758,0.2175135569391445,0.2749311333105337,8,3,3,1,0.7824864430608557,0.35474548440065684,0.4273563218390804
Home Appliances,Tin Container,Metal,Cosmetic wrap,24.85 kg,0.0,0.3142857142857143,0.7758620689655171,FootprintData,0.4950793331994376,0.487192118226601,0.5049206668005624,0.3463530473308091,6,2,0,1,0.4950793331994377,0.447487684729064,0.4655172413793103
Construction,Recycled Cardboard,Cardboard,Electronic enclosure,20.86 kg,0.72,0.8714285714285714,0.982758620689655,FootprintData,0.4149427595902791,0.6104433497536945,0.585057240409721,0.6356945120243941,1,1,1,1,0.4149427595902792,0.7068177339901477,0.8776551724137929
Toys,PLA Bioplastic,Bioplastic,Furniture panel,8.21 kg,0.48,0.3571428571428572,0.2068965517241379,Sustainability Dataset,0.1608756778469572,0.4432512315270936,0.8391243221530428,0.5730377892567503,8,0,3,3,0.16087567784695722,0.40333004926108373,0.31613793103448273
Furniture,Cornstarch Plastic,Bioplastic,Toy casing,45.99 kg,0.2,0.2714285714285714,0.01724137931034475,OpenLCA Sample,0.9196625828479614,0.3152709359605911,0.08033741715203857,0.2102095995298481,4,0,8,2,0.9196625828479617,0.23261083743842365,0.09034482758620686
Toys,Aluminum Foil,Metal,Storage container,11.07 kg,0.1466666666666667,0.3,0.1379310344827586,OpenLCA Sample,0.2183169311106648,0.3281992337164751,0.7816830688893353,0.4097846141533906,8,2,7,2,0.21831693111066486,0.2538390804597701,0.14142528735632184
Toys,PLA Bioplastic,Bioplastic,Storage container,49.42 kg,0.1200000000000001,0.1428571428571428,0.9655172413793103,Carbon Catalogue,0.9885519180558344,0.6475533661740559,0.01144808194416558,0.2984557710528721,8,0,7,0,0.9885519180558346,0.6056354679802957,0.6273103448275862
Toys,Recycled Paper,Paper,Food container,3.65 kg,0.3466666666666667,0.2571428571428571,0.2241379310344827,Carbon Catalogue,0.06929102229363325,0.4378872468527641,0.9307089777063667,0.5583675920530157,8,5,2,0,0.06929102229363326,0.37689326765188835,0.2731494252873563
Healthcare,Recycled Paper,Paper,Toy casing,48.42 kg,1.0,0.5857142857142856,0.103448275862069,FootprintData,0.9684675637678248,0.5059113300492611,0.03153243623217517,0.511824262889357,5,5,8,1,0.9684675637678251,0.5242364532019705,0.4620689655172414
Construction,Tin Container,Metal,Food container,33.95 kg,0.5866666666666667,0.5142857142857142,0.08620689655172409,Carbon Catalogue,0.6778469572203254,0.3861959496442255,0.3221530427796746,0.4271242926915926,1,2,2,0,0.6778469572203255,0.36629228243021345,0.28639080459770117
Automotive,Molded Pulp,Paper,Shipping carton,21.96 kg,0.2666666666666667,0.5571428571428572,0.6551724137931034,FootprintData,0.4370355493070898,0.4548987411056376,0.5629644506929102,0.4308488316501282,0,5,6,1,0.43703554930708993,0.45730706075533667,0.4997701149425287
Home Appliances,Kraft Paper,Paper,Shipping carton,16.74 kg,0.7733333333333334,0.3285714285714286,0.1551724137931034,FootprintData,0.3321952199236794,0.5333114395183362,0.6678047800763206,0.6456660098302306,6,5,6,1,0.33219521992367945,0.5056880131362891,0.40243678160919544
Electronics,PLA Bioplastic,Bioplastic,Cosmetic wrap,25.04 kg,0.9733333333333334,0.2,0.5517241379310345,Carbon Catalogue,0.4988953605141594,0.7750191570881227,0.5011046394858406,0.7523390546810013,3,0,0,0,0.4988953605141595,0.7700229885057471,0.720367816091954
Toys,Cotton Fiber,Natural Material,Furniture panel,41.46 kg,0.04000000000000004,0.8571428571428572,0.2413793103448275,OpenLCA Sample,0.8286804579232777,0.1414121510673234,0.1713195420767223,0.1199607230499461,8,4,3,2,0.8286804579232779,0.14112315270935957,0.16082758620689652
Construction,Aluminum Foil,Metal,Medical packaging,44.89 kg,0.2,0.6428571428571428,0.9310344827586206,OpenLCA Sample,0.8975697931311508,0.4960591133004926,0.1024302068688492,0.2891527073808518,1,2,4,2,0.897569793131151,0.5238423645320197,0.6386206896551723
Home Appliances,Tin Container,Metal,Shipping carton,21.26 kg,0.2,0.08571428571428572,0.8620689655172413,Sustainability Dataset,0.422976501305483,0.6587848932676519,0.577023498694517,0.4966210069154158,6,2,6,3,0.4229765013054831,0.6076847290640395,0.5972413793103448
Toys,Recycled Cardboard,Cardboard,Medical packaging,36.76 kg,0.2533333333333334,0.9285714285714286,0.4482758620689655,FootprintData,0.7342839927696324,0.2576792556102901,0.2657160072303676,0.2587865044132263,8,1,4,1,0.7342839927696325,0.2949293924466339,0.3702988505747127
Healthcare,PLA Bioplastic,Bioplastic,Cosmetic wrap,2.05 kg,0.5466666666666666,0.02857142857142858,0.9137931034482758,OpenLCA Sample,0.03715605543281783,0.8106294471811712,0.9628439445671821,0.7771049622426232,5,0,0,2,0.03715605543281784,0.7784696223316913,0.7669425287356322
Toys,Cornstarch Plastic,Bioplastic,Storage container,17.72 kg,0.4266666666666667,0.4857142857142857,0.4655172413793103,Carbon Catalogue,0.3518778871259288,0.4688232074438971,0.6481221128740712,0.5099659168397802,8,0,7,0,0.3518778871259289,0.4597307060755337,0.44997701149425284
Toys,Tin Container,Metal,Storage container,41.24 kg,0.5466666666666666,0.8714285714285714,0.0,Carbon Catalogue,0.8242618999799156,0.2250793650793651,0.1757381000200844,0.3067531760377713,8,2,7,0,0.8242618999799158,0.2443809523809524,0.21866666666666668
Toys,Recycled Cardboard,Cardboard,Cosmetic wrap,23.38 kg,0.2133333333333334,0.1285714285714286,0.0,Carbon Catalogue,0.4655553323960634,0.3615873015873016,0.5344446676039366,0.3689683209161016,8,1,0,0,0.4655553323960635,0.25961904761904764,0.08533333333333337
Electronics,Aluminum Foil,Metal,Electronic enclosure,6.95 kg,0.8933333333333335,0.7,0.3448275862068966,Carbon Catalogue,0.135569391444065,0.51272030651341,0.864430608555935,0.7324173051721445,3,2,1,0,0.13556939144406502,0.5552643678160921,0.5642298850574714
Cosmetics,Aluminum Foil,Metal,Packaging box,6.25 kg,0.8266666666666669,0.1714285714285714,0.7241379310344827,Carbon Catalogue,0.1215103434424583,0.7931253420908594,0.8784896565575416,0.8287970338036064,2,2,5,0,0.12151034344245833,0.7860361247947456,0.7651494252873563
Home Appliances,Aluminum Foil,Metal,Storage container,6.9 kg,0.4533333333333334,0.7714285714285714,0.6896551724137931,FootprintData,0.1345651737296646,0.4571866447728517,0.8654348262703354,0.5785051057902413,6,2,7,1,0.13456517372966462,0.5029096880131364,0.5951264367816093
Home Appliances,Cornstarch Plastic,Bioplastic,Furniture panel,30.48 kg,0.1733333333333333,0.9285714285714286,0.7758620689655171,OpenLCA Sample,0.6081542478409319,0.340207991242474,0.3918457521590681,0.30563692214471,6,0,3,2,0.608154247840932,0.3939638752052545,0.5348505747126436
Toys,Aluminum Foil,Metal,Medical packaging,28.46 kg,0.3866666666666667,0.7,0.3103448275862069,Sustainability Dataset,0.5675838521791524,0.3323371647509579,0.4324161478208476,0.3786597102466374,8,2,4,3,0.5675838521791525,0.33880459770114946,0.34087356321839085
Automotive,Cornstarch Plastic,Bioplastic,Medical packaging,9.89 kg,0.8400000000000001,0.4714285714285714,0.3620689655172413,OpenLCA Sample,0.1946173930508134,0.5768801313628901,0.8053826069491866,0.724366834629912,0,0,4,2,0.19461739305081346,0.5865418719211823,0.5532413793103449
Packaging,Cornstarch Plastic,Bioplastic,Medical packaging,24.24 kg,0.6666666666666667,0.5714285714285714,0.8103448275862069,OpenLCA Sample,0.4828278770837517,0.6351943076081007,0.5171721229162483,0.6092293599181147,7,0,4,2,0.4828278770837518,0.6765188834154352,0.7528735632183908
Automotive,Kraft Paper,Paper,Medical packaging,8.23 kg,0.0,0.7,0.01724137931034475,Sustainability Dataset,0.1612773649327174,0.1057471264367816,0.8387226350672826,0.2939156410948974,0,5,4,3,0.16127736493271744,0.06689655172413791,0.01034482758620685
Packaging,Aluminum Foil,Metal,Packaging box,48.24 kg,0.8266666666666669,0.6142857142857143,0.7758620689655171,Carbon Catalogue,0.9648523799959831,0.6627476737821566,0.03514762000401694,0.5236433555140678,7,2,5,0,0.9648523799959833,0.7181543513957308,0.796183908045977
Packaging,Kraft Paper,Paper,Medical packaging,34.66 kg,0.32,0.7857142857142856,0.6379310344827585,Sustainability Dataset,0.6921068487648121,0.3907389162561576,0.3078931512351879,0.3446635118730195,7,5,4,3,0.6921068487648122,0.4260295566502463,0.510758620689655
Packaging,Bamboo Fiber,Natural Fiber,Toy casing,9.45 kg,0.4533333333333334,0.4285714285714285,0.3103448275862069,Sustainability Dataset,0.1857802771640891,0.4450355774493706,0.8142197228359109,0.5582801478305215,7,3,8,3,0.18578027716408912,0.41975697865353045,0.3675402298850575
Toys,Bamboo Fiber,Natural Fiber,Electronic enclosure,34.25 kg,0.3333333333333334,0.2714285714285714,0.5517241379310345,Carbon Catalogue,0.6838722635067283,0.5378762999452655,0.3161277364932717,0.4099888409260878,8,3,1,0,0.6838722635067284,0.49973727422003295,0.4643678160919541
Healthcare,Kraft Paper,Paper,Furniture panel,4.67 kg,0.8666666666666667,0.8142857142857143,0.9655172413793103,Carbon Catalogue,0.08977706366740308,0.6726327312534209,0.9102229363325969,0.8021199734011475,5,5,3,0,0.0897770636674031,0.770016420361248,0.9259770114942528
Home Appliances,Recycled Paper,Paper,Food container,49.77 kg,0.9200000000000002,0.5857142857142856,0.6206896551724137,Carbon Catalogue,0.9955814420566379,0.6516584564860427,0.0044185579433621,0.5379889499774257,6,5,2,0,0.9955814420566381,0.6991330049261084,0.7404137931034482
Healthcare,PLA Bioplastic,Bioplastic,Toy casing,49.44 kg,0.2800000000000001,0.3714285714285714,0.982758620689655,FootprintData,0.9889536051415946,0.6304433497536945,0.01104639485840542,0.3394912583589995,5,0,8,1,0.9889536051415948,0.6308177339901477,0.7016551724137929
Furniture,Bamboo Fiber,Natural Fiber,Electronic enclosure,7.0 kg,0.2,0.5571428571428572,0.4137931034482758,OpenLCA Sample,0.1365736091584655,0.3522167487684729,0.8634263908415345,0.4599146167598495,4,3,1,2,0.13657360915846553,0.33408866995073894,0.3282758620689655
Furniture,Cornstarch Plastic,Bioplastic,Electronic enclosure,23.82 kg,0.24,0.9285714285714286,0.9482758620689655,OpenLCA Sample,0.4743924482827876,0.4199014778325123,0.5256075517172123,0.3976428566481686,4,0,1,2,0.4743924482827877,0.48959605911330056,0.6649655172413793
Electronics,Cornstarch Plastic,Bioplastic,Packaging box,42.78 kg,0.1066666666666667,0.07142857142857142,0.1206896551724137,Carbon Catalogue,0.8551918055834504,0.3853092501368363,0.1448081944165496,0.2295661583796994,3,0,5,0,0.8551918055834506,0.27665681444991785,0.1150804597701149
Toys,Bamboo Fiber,Natural Fiber,Medical packaging,33.36 kg,0.6133333333333333,0.7714285714285714,0.6206896551724137,FootprintData,0.6659971881903997,0.4875314723590585,0.3340028118096003,0.4792134324865035,8,3,4,1,0.6659971881903998,0.5393234811165846,0.6177471264367815
Packaging,Bamboo Fiber,Natural Fiber,Shipping carton,31.51 kg,0.8266666666666669,0.6428571428571428,0.08620689655172409,OpenLCA Sample,0.6288411327575818,0.4233388067870827,0.3711588672424182,0.5286831828875587,7,3,6,2,0.6288411327575819,0.43657799671592784,0.38239080459770125
Furniture,Bamboo Fiber,Natural Fiber,Furniture panel,32.89 kg,0.1333333333333334,0.1428571428571428,0.4482758620689655,FootprintData,0.6565575416750351,0.479584017515052,0.3434424583249649,0.3348663445035103,4,3,3,1,0.6565575416750352,0.40407224958949106,0.32229885057471264
Construction,Bamboo Fiber,Natural Fiber,Packaging box,41.33 kg,0.6000000000000001,0.5142857142857142,0.3620689655172413,OpenLCA Sample,0.8260694918658364,0.4825944170771757,0.1739305081341636,0.4252169192711194,1,3,5,2,0.8260694918658367,0.48197044334975375,0.4572413793103448
Cosmetics,Molded Pulp,Paper,Furniture panel,12.19 kg,0.56,0.3857142857142857,0.6896551724137931,FootprintData,0.2408114079132355,0.6213136288998359,0.7591885920867645,0.6442820291859637,2,5,3,1,0.24081140791323555,0.6227192118226602,0.6377931034482759
Automotive,Cotton Fiber,Natural Material,Furniture panel,10.96 kg,0.8,0.6285714285714286,0.103448275862069,Sustainability Dataset,0.2161076521389837,0.4249589490968801,0.7838923478610162,0.6451512839970569,0,4,3,3,0.21610765213898375,0.43566502463054196,0.38206896551724145
Cosmetics,Bamboo Fiber,Natural Fiber,Cosmetic wrap,49.15 kg,0.6266666666666667,0.9000000000000001,0.7413793103448276,Carbon Catalogue,0.9831291423980718,0.4893486590038314,0.01687085760192819,0.388800720882111,2,3,0,0,0.983129142398072,0.5672183908045978,0.6954942528735633
Electronics,Kraft Paper,Paper,Packaging box,25.52 kg,0.6133333333333333,0.7428571428571429,0.2241379310344827,Sustainability Dataset,0.508535850572404,0.364871373836891,0.491464149427596,0.4773877943630351,3,5,5,3,0.5085358505724041,0.38641707717569784,0.37981609195402294
Home Appliances,Bamboo Fiber,Natural Fiber,Medical packaging,3.88 kg,0.3066666666666667,0.9000000000000001,0.5517241379310345,FootprintData,0.07391042377987547,0.319463601532567,0.9260895762201246,0.4976123134790642,6,3,4,1,0.07391042377987549,0.36335632183908045,0.4537011494252874
Automotive,Cornstarch Plastic,Bioplastic,Packaging box,39.96 kg,0.9333333333333336,0.6285714285714286,0.7068965517241379,Carbon Catalogue,0.7985539264912632,0.670552818828681,0.2014460735087368,0.6086549495840936,0,0,5,0,0.7985539264912634,0.7303776683087029,0.7974712643678161
Electronics,Bamboo Fiber,Natural Fiber,Storage container,40.2 kg,0.09333333333333338,0.4857142857142857,0.0,FootprintData,0.8033741715203856,0.2025396825396825,0.1966258284796144,0.1680036215597574,3,3,7,1,0.8033741715203858,0.1401904761904762,0.03733333333333335
Healthcare,Recycled Paper,Paper,Cosmetic wrap,4.39 kg,0.9866666666666668,0.7714285714285714,0.9137931034482758,OpenLCA Sample,0.08415344446676039,0.7096770662287905,0.9158465555332396,0.8546247931514881,5,5,0,2,0.0841534444667604,0.8058981937602628,0.9429425287356322
Toys,Aluminum Foil,Metal,Food container,29.36 kg,0.9066666666666667,0.6285714285714286,0.2758620689655171,Carbon Catalogue,0.5856597710383611,0.5179857690202517,0.4143402289616389,0.6034963762965924,8,2,2,0,0.5856597710383612,0.5472972085385879,0.5281839080459769
Home Appliances,Cornstarch Plastic,Bioplastic,Medical packaging,41.24 kg,0.7866666666666668,0.3142857142857143,0.9655172413793103,Sustainability Dataset,0.8242618999799156,0.8126327312534208,0.1757381000200844,0.6137745225073937,6,0,4,3,0.8242618999799158,0.838016420361248,0.8939770114942529
Automotive,Bamboo Fiber,Natural Fiber,Medical packaging,25.1 kg,0.5466666666666666,0.657142857142857,0.982758620689655,FootprintData,0.50010042177144,0.6240941434044882,0.49989957822856,0.5636075308303632,0,3,4,1,0.5001004217714401,0.6803415435139574,0.8083218390804596
Construction,Recycled Paper,Paper,Furniture panel,14.17 kg,0.08000000000000002,0.6285714285714286,0.5344827586206895,FootprintData,0.2805784294034946,0.3286371100164203,0.7194215705965054,0.3712813151855198,1,5,3,1,0.28057842940349464,0.3200788177339901,0.35268965517241374
Furniture,PLA Bioplastic,Bioplastic,Cosmetic wrap,3.99 kg,0.4533333333333334,0.7714285714285714,0.9137931034482758,Sustainability Dataset,0.07611970275155654,0.5318992884510126,0.9238802972484434,0.625923804554938,4,0,0,3,0.07611970275155655,0.5925648604269295,0.7296091954022988
Cosmetics,Aluminum Foil,Metal,Furniture panel,44.22 kg,0.6000000000000001,0.4428571428571429,0.8620689655172413,Sustainability Dataset,0.8841132757581843,0.6730706075533662,0.1158867242418157,0.4839942602938913,2,2,3,3,0.8841132757581845,0.696256157635468,0.7572413793103447
Packaging,Cornstarch Plastic,Bioplastic,Furniture panel,38.58 kg,0.2666666666666667,0.2428571428571428,0.08620689655172409,Sustainability Dataset,0.7708375175738099,0.3700054734537493,0.2291624824261901,0.2967509341093568,7,0,3,3,0.7708375175738101,0.29257799671592777,0.15839080459770113
Electronics,Recycled Cardboard,Cardboard,Toy casing,13.34 kg,0.4933333333333333,0.0,0.3103448275862069,OpenLCA Sample,0.2639084153444466,0.6012260536398467,0.7360915846555534,0.6093178968526047,3,1,8,2,0.26390841534444665,0.5214712643678161,0.3835402298850575
Home Appliances,PLA Bioplastic,Bioplastic,Packaging box,22.27 kg,0.7733333333333334,0.6714285714285715,0.6206896551724137,OpenLCA Sample,0.4432616991363727,0.5741981390257253,0.5567383008636273,0.6287007458693783,6,0,5,2,0.4432616991363728,0.6233234811165846,0.6817471264367816
Home Appliances,Kraft Paper,Paper,Cosmetic wrap,20.25 kg,0.24,0.8571428571428572,0.0,Carbon Catalogue,0.4026913034745933,0.1276190476190476,0.5973086965254067,0.3022402280052411,6,5,0,0,0.4026913034745934,0.12457142857142856,0.096
Cosmetics,Cornstarch Plastic,Bioplastic,Packaging box,10.74 kg,0.3466666666666667,0.4714285714285714,0.3620689655172413,OpenLCA Sample,0.2116890941956216,0.4124356869184456,0.7883109058043785,0.5054675465086917,2,0,5,2,0.21168909419562165,0.38920853858784893,0.3559080459770115
Toys,Tin Container,Metal,Electronic enclosure,7.98 kg,0.1066666666666667,0.1714285714285714,0.482758620689655,Sustainability Dataset,0.156256276360715,0.4726655719759167,0.8437437236392851,0.4741893458821523,8,2,1,3,0.15625627636071504,0.40148440065681446,0.3323218390804597
Furniture,Cornstarch Plastic,Bioplastic,Food container,6.86 kg,0.8933333333333335,0.5285714285714285,0.293103448275862,Sustainability Dataset,0.1337617995581442,0.5526217843459224,0.8662382004418558,0.7489201738709257,4,0,2,3,0.13376179955814424,0.5688604269293925,0.5331954022988507
Home Appliances,Aluminum Foil,Metal,Furniture panel,21.41 kg,0.6000000000000001,0.1,0.5689655172413792,Carbon Catalogue,0.4259891544486845,0.689655172413793,0.5740108455513155,0.628065322630912,6,2,3,0,0.4259891544486846,0.6475862068965518,0.5813793103448276
Furniture,Molded Pulp,Paper,Shipping carton,23.16 kg,0.7866666666666668,0.2571428571428571,0.5,OpenLCA Sample,0.4611367744527013,0.6765079365079366,0.5388632255472987,0.6682621422673642,4,5,6,2,0.4611367744527014,0.6632380952380954,0.6146666666666667
Automotive,Cotton Fiber,Natural Material,Toy casing,38.75 kg,0.2533333333333334,0.6000000000000001,0.2068965517241379,OpenLCA Sample,0.7742518578027716,0.2867432950191571,0.2257481421972284,0.2584217606668314,0,4,8,2,0.7742518578027718,0.2640919540229886,0.22547126436781612
Packaging,Tin Container,Metal,Electronic enclosure,37.63 kg,0.7333333333333334,0.1285714285714286,0.1206896551724137,Sustainability Dataset,0.7517573810002008,0.5751505199781062,0.2482426189997992,0.5245329936911822,7,2,1,3,0.7517573810002011,0.5158949096880132,0.3657471264367816
Electronics,Bamboo Fiber,Natural Fiber,Medical packaging,36.18 kg,0.3733333333333334,0.5714285714285714,0.482758620689655,FootprintData,0.7226350672825868,0.4282211275314723,0.2773649327174132,0.3664979308278129,3,3,4,1,0.7226350672825869,0.4281510673234811,0.4389885057471264
Cosmetics,Kraft Paper,Paper,Electronic enclosure,25.43 kg,0.1866666666666667,1.0,0.9310344827586206,Carbon Catalogue,0.5067282586864832,0.3725670498084291,0.4932717413135168,0.3530083423174267,2,5,1,0,0.5067282586864833,0.4470804597701149,0.633287356321839
Healthcare,PLA Bioplastic,Bioplastic,Electronic enclosure,45.56 kg,0.4933333333333333,0.01428571428571429,0.3103448275862069,Carbon Catalogue,0.9110263105041173,0.596464148877942,0.08897368949588269,0.4132777663999416,5,0,1,0,0.9110263105041175,0.5186141215106732,0.3835402298850575
Electronics,Bamboo Fiber,Natural Fiber,Toy casing,10.82 kg,0.8400000000000001,0.1714285714285714,0.3103448275862069,Carbon Catalogue,0.2132958425386624,0.6596387520525452,0.7867041574613376,0.7518667480594194,3,3,8,0,0.21329584253866246,0.6258522167487686,0.5222068965517243
Electronics,Bamboo Fiber,Natural Fiber,Furniture panel,1.02 kg,0.52,0.4,0.7068965517241379,Sustainability Dataset,0.0164691705161679,0.6089655172413794,0.9835308294838321,0.6946454557417013,3,3,3,3,0.016469170516167902,0.6107586206896551,0.6321379310344828
Furniture,Cornstarch Plastic,Bioplastic,Storage container,0.58 kg,0.2933333333333334,0.07142857142857142,0.3793103448275861,OpenLCA Sample,0.007632054629443662,0.5337383689107827,0.9923679453705564,0.59920573117548,4,0,7,2,0.007632054629443664,0.4547717569786535,0.34491954022988497
Electronics,Molded Pulp,Paper,Food container,11.63 kg,0.7600000000000002,0.4714285714285714,0.8275862068965516,FootprintData,0.2295641695119502,0.7053858784893269,0.7704358304880499,0.7412851005421458,3,5,2,1,0.22956416951195024,0.7407487684729065,0.800551724137931
Electronics,Bamboo Fiber,Natural Fiber,Electronic enclosure,20.48 kg,0.8400000000000001,0.6000000000000001,0.4310344827586206,Sustainability Dataset,0.4073107049608355,0.5570114942528736,0.5926892950391645,0.6526113862128988,3,3,1,3,0.4073107049608356,0.5884137931034483,0.5946206896551725
Automotive,Bamboo Fiber,Natural Fiber,Toy casing,3.48 kg,0.6400000000000001,1.0,0.586206896551724,Sustainability Dataset,0.06587668206467162,0.408735632183908,0.9341233179353283,0.6357312482541617,0,3,8,3,0.06587668206467164,0.4904827586206897,0.6077241379310344
Electronics,Aluminum Foil,Metal,Food container,7.2 kg,0.0,1.0,0.03448275862068961,Carbon Catalogue,0.1405904800160675,0.0114942528735632,0.8594095199839326,0.262420557144605,3,2,2,0,0.14059048001606753,0.013793103448275846,0.02068965517241377
Construction,Cotton Fiber,Natural Material,Electronic enclosure,45.57 kg,1.0,0.1142857142857143,0.0,Sustainability Dataset,0.9112271540469973,0.6285714285714287,0.08877284595300272,0.5780604252144723,1,4,1,3,0.9112271540469975,0.5771428571428572,0.4
Home Appliances,Cotton Fiber,Natural Material,Medical packaging,36.17 kg,0.2800000000000001,0.4428571428571429,0.5689655172413792,FootprintData,0.7224342237397068,0.4687027914614121,0.2775657762602932,0.3547508494626528,6,4,4,1,0.7224342237397069,0.45101477832512316,0.4533793103448276
Healthcare,Cornstarch Plastic,Bioplastic,Cosmetic wrap,48.82 kg,0.2,0.2571428571428571,0.586206896551724,Sustainability Dataset,0.9765013054830286,0.509688013136289,0.0234986945169714,0.270924813609607,5,0,0,3,0.9765013054830288,0.4630541871921182,0.43172413793103437
Cosmetics,Tin Container,Metal,Packaging box,31.83 kg,0.9333333333333336,0.5714285714285714,0.4137931034482758,OpenLCA Sample,0.6352681261297448,0.5918992884510127,0.3647318738702552,0.6261792775414817,2,2,5,2,0.6352681261297449,0.6245648604269295,0.6216091954022989
Automotive,Bamboo Fiber,Natural Fiber,Electronic enclosure,17.79 kg,0.9333333333333336,0.3857142857142857,0.3103448275862069,Sustainability Dataset,0.3532837919260895,0.6193212917350849,0.6467162080739105,0.7217433791162071,0,3,1,3,0.35328379192608955,0.6203284072249591,0.5595402298850576
Healthcare,Cornstarch Plastic,Bioplastic,Packaging box,27.86 kg,0.48,0.9000000000000001,0.8448275862068966,FootprintData,0.5555332396063466,0.4749425287356321,0.4444667603936534,0.4673170396123489,5,0,5,1,0.5555332396063467,0.5499310344827586,0.6988965517241379
Electronics,Recycled Paper,Paper,Packaging box,22.78 kg,0.8666666666666667,0.9714285714285715,0.7758620689655171,FootprintData,0.4535047198232577,0.5570333880678707,0.5464952801767423,0.646761939280171,3,5,5,1,0.4535047198232578,0.6627257799671592,0.812183908045977
Furniture,Kraft Paper,Paper,Food container,21.96 kg,0.02666666666666667,0.5857142857142856,0.1724137931034482,Sustainability Dataset,0.4370355493070898,0.204455391351943,0.5629644506929102,0.2586714917486503,4,5,2,3,0.43703554930708993,0.16248932676518885,0.1141149425287356
Cosmetics,PLA Bioplastic,Bioplastic,Food container,35.48 kg,1.0,0.5857142857142856,0.7068965517241379,Carbon Catalogue,0.70857601928098,0.7070607553366175,0.29142398071902,0.670251496350353,2,0,2,0,0.7085760192809801,0.7656157635467981,0.8241379310344827
Packaging,Aluminum Foil,Metal,Toy casing,38.7 kg,0.9733333333333334,0.5285714285714285,0.05172413793103448,FootprintData,0.7732476400883711,0.4988286808976465,0.2267523599116289,0.5595571803325472,7,2,8,1,0.7732476400883713,0.5043087027914614,0.42036781609195406
Cosmetics,PLA Bioplastic,Bioplastic,Packaging box,46.86 kg,0.06666666666666671,0.9571428571428571,0.6206896551724137,Sustainability Dataset,0.9371359710785298,0.2434044882320744,0.06286402892147025,0.1362210039692709,2,0,5,3,0.93713597107853,0.28351395730706075,0.39908045977011486
Construction,Kraft Paper,Paper,Electronic enclosure,45.54 kg,0.32,0.6428571428571428,0.4482758620689655,OpenLCA Sample,0.910624623418357,0.3751395730706076,0.08937537658164296,0.2728684422027359,1,5,1,2,0.9106246234183573,0.3787389162561577,0.3969655172413793
Electronics,Cornstarch Plastic,Bioplastic,Toy casing,6.04 kg,0.6133333333333333,0.7714285714285714,0.6379310344827585,Sustainability Dataset,0.1172926290419763,0.4932785987958401,0.8827073709580238,0.6461236508057432,3,0,8,3,0.11729262904197633,0.5462200328407224,0.6280919540229883
